Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A12003A_001,SE_A12003A_002,SE_A12003A_003,SE_A12003B_001,SE_A12003B_002,SE_A12003B_003,SE_A17005A_001,SE_A17005A_002,SE_A17005A_003,SE_A17005B_001,SE_A17005B_002,SE_A17005B_003,SE_A17006A_001,SE_A17006A_002,SE_A17006A_003,SE_A17006B_001,SE_A17006B_002,SE_A17006B_003,SE_A17006D_001,SE_A17006D_002,SE_A17006D_003,SE_A17006H_001,SE_A17006H_002,SE_A17006H_003
"17129","05000US17129","Menard County, Illinois","Menard County, Illinois","il","050","00","ACSSF","0000077",,,,,"17","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,4,293,291,0,291,3262,3095,167,3123,2996,127,6294,6011,283,10,10,0,0,0,0,74,68,6
"17131","05000US17131","Mercer County, Illinois","Mercer County, Illinois","il","050","00","ACSSF","0000078",,,,,"17","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,17,346,359,4,355,4137,3810,327,3701,3517,184,7654,7167,487,23,23,0,19,19,0,189,159,30
"17133","05000US17133","Monroe County, Illinois","Monroe County, Illinois","il","050","00","ACSSF","0000079",,,,,"17","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,103,722,906,0,906,9422,9064,358,9053,8593,460,18138,17320,818,103,103,0,133,133,0,150,150,0
"17135","05000US17135","Montgomery County, Illinois","Montgomery County, Illinois","il","050","00","ACSSF","0000080",,,,,"17","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,41,635,648,31,617,5276,4996,280,6137,5754,383,11134,10575,559,72,40,32,32,24,8,203,156,47
"17137","05000US17137","Morgan County, Illinois","Morgan County, Illinois","il","050","00","ACSSF","0000081",,,,,"17","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022,66,956,1042,26,1016,8284,7707,577,8516,8070,446,15761,14935,826,750,571,179,130,130,0,179,173,6
"17139","05000US17139","Moultrie County, Illinois","Moultrie County, Illinois","il","050","00","ACSSF","0000082",,,,,"17","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,95,300,307,19,288,3981,3906,75,3225,3087,138,7106,6895,211,2,2,0,14,14,0,78,77,1
"17141","05000US17141","Ogle County, Illinois","Ogle County, Illinois","il","050","00","ACSSF","0000083",,,,,"17","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291,27,1264,1260,0,1260,14033,13006,1027,12411,11707,704,25081,23464,1617,254,246,8,157,157,0,2321,2113,208
"17143","05000US17143","Peoria County, Illinois","Peoria County, Illinois","il","050","00","ACSSF","0000084",,,,,"17","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4658,217,4441,4831,191,4640,46857,42068,4789,44998,42165,2833,70188,65836,4352,14186,11582,2604,3758,3478,280,3635,3256,379
"17145","05000US17145","Perry County, Illinois","Perry County, Illinois","il","050","00","ACSSF","0000085",,,,,"17","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,46,536,423,0,423,4587,4321,266,4242,3915,327,8584,8024,560,41,38,3,63,63,0,153,146,7
"17147","05000US17147","Piatt County, Illinois","Piatt County, Illinois","il","050","00","ACSSF","0000086",,,,,"17","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,2,450,409,33,376,4674,4409,265,4408,4264,144,8636,8284,352,62,59,3,23,14,9,118,104,14
"17149","05000US17149","Pike County, Illinois","Pike County, Illinois","il","050","00","ACSSF","0000087",,,,,"17","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,12,333,360,0,360,4087,3797,290,3361,3153,208,7309,6815,494,38,38,0,38,38,0,42,40,2
"17151","05000US17151","Pope County, Illinois","Pope County, Illinois","il","050","00","ACSSF","0000088",,,,,"17","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5,60,62,15,47,812,753,59,651,577,74,1325,1236,89,112,68,44,19,19,0,6,6,0
"17153","05000US17153","Pulaski County, Illinois","Pulaski County, Illinois","il","050","00","ACSSF","0000089",,,,,"17","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,3,203,90,0,90,1116,994,122,1085,977,108,1501,1364,137,651,568,83,13,13,0,51,51,0
"17155","05000US17155","Putnam County, Illinois","Putnam County, Illinois","il","050","00","ACSSF","0000090",,,,,"17","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,6,148,115,0,115,1734,1641,93,1414,1342,72,3062,2897,165,11,11,0,14,14,0,157,157,0
"17157","05000US17157","Randolph County, Illinois","Randolph County, Illinois","il","050","00","ACSSF","0000091",,,,,"17","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,10,675,559,20,539,7634,7254,380,6276,6042,234,12978,12429,549,635,593,42,65,65,0,275,258,17
"17159","05000US17159","Richland County, Illinois","Richland County, Illinois","il","050","00","ACSSF","0000092",,,,,"17","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,13,360,334,2,332,4195,3933,262,3524,3296,228,7517,7045,472,19,19,0,49,49,0,71,71,0
"17161","05000US17161","Rock Island County, Illinois","Rock Island County, Illinois","il","050","00","ACSSF","0000093",,,,,"17","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806,200,3606,3724,51,3673,38060,35267,2793,35660,33194,2466,61692,58184,3508,6442,5298,1144,1722,1521,201,9264,8586,678
"17163","05000US17163","St. Clair County, Illinois","St. Clair County, Illinois","il","050","00","ACSSF","0000094",,,,,"17","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7179,496,6683,6446,277,6169,63762,58530,5232,63619,58871,4748,87774,83228,4546,33232,28519,4713,1832,1605,227,4511,4214,297
"17165","05000US17165","Saline County, Illinois","Saline County, Illinois","il","050","00","ACSSF","0000095",,,,,"17","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,9,649,467,43,424,5844,5147,697,5120,4576,544,10326,9222,1104,353,266,87,67,67,0,192,190,2
"17167","05000US17167","Sangamon County, Illinois","Sangamon County, Illinois","il","050","00","ACSSF","0000096",,,,,"17","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4987,336,4651,4707,162,4545,51592,47534,4058,50847,47883,2964,86917,82117,4800,11486,9605,1881,1914,1815,99,2038,1784,254
"17169","05000US17169","Schuyler County, Illinois","Schuyler County, Illinois","il","050","00","ACSSF","0000097",,,,,"17","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,4,144,139,12,127,1581,1463,118,1554,1456,98,3102,2888,214,27,25,2,0,0,0,3,3,0
"17171","05000US17171","Scott County, Illinois","Scott County, Illinois","il","050","00","ACSSF","0000098",,,,,"17","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,109,116,3,113,1348,1226,122,1228,1123,105,2546,2331,215,0,0,0,0,0,0,3,3,0
"17173","05000US17173","Shelby County, Illinois","Shelby County, Illinois","il","050","00","ACSSF","0000099",,,,,"17","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,30,503,526,15,511,5767,5478,289,5064,4874,190,10669,10194,475,52,48,4,35,35,0,104,104,0
"17175","05000US17175","Stark County, Illinois","Stark County, Illinois","il","050","00","ACSSF","0000100",,,,,"17","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,9,134,131,0,131,1504,1434,70,1208,1149,59,2666,2539,127,7,7,0,25,25,0,23,15,8
"17177","05000US17177","Stephenson County, Illinois","Stephenson County, Illinois","il","050","00","ACSSF","0000101",,,,,"17","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,15,1035,979,45,934,11888,10797,1091,11224,10456,768,20200,18993,1207,2123,1598,525,175,167,8,746,641,105
"17179","05000US17179","Tazewell County, Illinois","Tazewell County, Illinois","il","050","00","ACSSF","0000102",,,,,"17","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3425,174,3251,2934,150,2784,35517,33387,2130,31810,30525,1285,65441,62131,3310,462,433,29,702,695,7,1485,1421,64
"17181","05000US17181","Union County, Illinois","Union County, Illinois","il","050","00","ACSSF","0000103",,,,,"17","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,14,334,348,4,344,4173,3937,236,3481,3308,173,7318,6955,363,42,42,0,28,28,0,356,316,40
"17183","05000US17183","Vermilion County, Illinois","Vermilion County, Illinois","il","050","00","ACSSF","0000104",,,,,"17","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,204,1762,1896,114,1782,17676,16037,1639,17179,15936,1243,30114,28050,2064,3699,3002,697,348,322,26,1203,1064,139
"17185","05000US17185","Wabash County, Illinois","Wabash County, Illinois","il","050","00","ACSSF","0000105",,,,,"17","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,13,279,229,23,206,3114,2867,247,2613,2424,189,5548,5124,424,60,60,0,53,53,0,63,51,12
"17187","05000US17187","Warren County, Illinois","Warren County, Illinois","il","050","00","ACSSF","0000106",,,,,"17","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,10,671,604,9,595,4523,4149,374,4306,4099,207,8041,7513,528,233,209,24,202,202,0,681,619,62
"17189","05000US17189","Washington County, Illinois","Washington County, Illinois","il","050","00","ACSSF","0000107",,,,,"17","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,32,268,287,4,283,4007,3841,166,3477,3312,165,7351,7020,331,13,13,0,37,37,0,80,80,0
"17191","05000US17191","Wayne County, Illinois","Wayne County, Illinois","il","050","00","ACSSF","0000108",,,,,"17","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,39,359,298,37,261,4245,4085,160,3469,3262,207,7569,7220,349,30,12,18,32,32,0,110,110,0
"17193","05000US17193","White County, Illinois","White County, Illinois","il","050","00","ACSSF","0000109",,,,,"17","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,30,242,278,13,265,3551,3257,294,2989,2749,240,6425,5924,501,10,7,3,84,57,27,69,69,0
"17195","05000US17195","Whiteside County, Illinois","Whiteside County, Illinois","il","050","00","ACSSF","0000110",,,,,"17","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476,41,1435,1336,57,1279,14793,13813,980,13467,12740,727,26523,24925,1598,415,344,71,165,165,0,3184,2931,253
"17197","05000US17197","Will County, Illinois","Will County, Illinois","il","050","00","ACSSF","0000111",,,,,"17","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21195,606,20589,19841,523,19318,194438,182337,12101,170233,160373,9860,274120,259392,14728,39209,35174,4035,18969,18122,847,57701,53968,3733
"17199","05000US17199","Williamson County, Illinois","Williamson County, Illinois","il","050","00","ACSSF","0000112",,,,,"17","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287,37,1250,1345,33,1312,16044,14543,1501,14793,14177,616,28706,26805,1901,1183,1036,147,331,331,0,831,778,53
"17201","05000US17201","Winnebago County, Illinois","Winnebago County, Illinois","il","050","00","ACSSF","0000113",,,,,"17","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7286,369,6917,7254,532,6722,75810,68126,7684,71104,64064,7040,119437,110081,9356,16846,12821,4025,3711,3433,278,16498,14812,1686
"17203","05000US17203","Woodford County, Illinois","Woodford County, Illinois","il","050","00","ACSSF","0000114",,,,,"17","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116,14,1102,1207,8,1199,10586,9983,603,9022,8702,320,19265,18378,887,61,46,15,110,108,2,339,322,17
"18001","05000US18001","Adams County, Indiana","Adams County, Indiana","in","050","00","ACSSF","0000013",,,,,"18","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028,261,767,854,215,639,8840,8467,373,6931,6487,444,15444,14638,806,64,64,0,36,33,3,636,577,59
"18003","05000US18003","Allen County, Indiana","Allen County, Indiana","in","050","00","ACSSF","0000014",,,,,"18","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10204,703,9501,9565,384,9181,97587,91915,5672,90650,84450,6200,156081,148442,7639,19003,16105,2898,5753,5290,463,11855,11082,773
"18005","05000US18005","Bartholomew County, Indiana","Bartholomew County, Indiana","in","050","00","ACSSF","0000015",,,,,"18","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084,115,1969,1663,30,1633,23445,22366,1079,18355,17356,999,35683,34030,1653,800,770,30,3125,2981,144,2325,2076,249
"18007","05000US18007","Benton County, Indiana","Benton County, Indiana","in","050","00","ACSSF","0000016",,,,,"18","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,11,189,231,0,231,2409,2295,114,1898,1831,67,4225,4044,181,25,25,0,10,10,0,220,210,10
"18009","05000US18009","Blackford County, Indiana","Blackford County, Indiana","in","050","00","ACSSF","0000017",,,,,"18","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,35,337,252,7,245,2970,2788,182,2665,2463,202,5516,5182,334,0,0,0,23,0,23,57,57,0
"18011","05000US18011","Boone County, Indiana","Boone County, Indiana","in","050","00","ACSSF","0000018",,,,,"18","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,80,1700,1517,32,1485,18125,17450,675,15671,15240,431,32046,31070,976,503,414,89,786,767,19,891,784,107
"18013","05000US18013","Brown County, Indiana","Brown County, Indiana","in","050","00","ACSSF","0000019",,,,,"18","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,25,396,348,0,348,3779,3512,267,3398,3242,156,7013,6590,423,0,0,0,84,84,0,146,139,7
"18015","05000US18015","Carroll County, Indiana","Carroll County, Indiana","in","050","00","ACSSF","0000020",,,,,"18","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,38,553,477,18,459,5486,5221,265,4525,4271,254,9773,9283,490,44,44,0,9,9,0,372,355,17
"18017","05000US18017","Cass County, Indiana","Cass County, Indiana","in","050","00","ACSSF","0000021",,,,,"18","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171,109,1062,980,74,906,10033,9372,661,8283,7765,518,15606,14549,1057,140,140,0,331,331,0,2303,2164,139
"18019","05000US18019","Clark County, Indiana","Clark County, Indiana","in","050","00","ACSSF","0000022",,,,,"18","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2830,94,2736,2717,100,2617,30383,28306,2077,29116,27781,1335,53095,50217,2878,4120,3693,427,506,476,30,3068,2962,106
"18021","05000US18021","Clay County, Indiana","Clay County, Indiana","in","050","00","ACSSF","0000023",,,,,"18","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,60,475,656,109,547,6655,6384,271,6232,5868,364,12585,12011,574,33,27,6,67,67,0,93,93,0
"18023","05000US18023","Clinton County, Indiana","Clinton County, Indiana","in","050","00","ACSSF","0000024",,,,,"18","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,38,824,780,66,714,8550,8131,419,7521,7097,424,15367,14610,757,108,108,0,39,27,12,2111,1958,153
"18025","05000US18025","Crawford County, Indiana","Crawford County, Indiana","in","050","00","ACSSF","0000025",,,,,"18","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,6,306,230,16,214,2508,2419,89,1924,1822,102,4350,4181,169,8,8,0,0,0,0,26,26,0
"18027","05000US18027","Daviess County, Indiana","Daviess County, Indiana","in","050","00","ACSSF","0000026",,,,,"18","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,378,576,881,146,735,8620,8082,538,6392,6118,274,14381,13621,760,323,281,42,27,17,10,599,484,115
"18029","05000US18029","Dearborn County, Indiana","Dearborn County, Indiana","in","050","00","ACSSF","0000027",,,,,"18","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529,52,1477,1146,68,1078,13691,12713,978,12420,11884,536,25452,23985,1467,209,194,15,89,67,22,384,280,104
"18031","05000US18031","Decatur County, Indiana","Decatur County, Indiana","in","050","00","ACSSF","0000028",,,,,"18","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,57,699,663,11,652,7390,7043,347,6260,5953,307,13044,12438,606,87,87,0,353,338,15,254,202,52
"18033","05000US18033","DeKalb County, Indiana","DeKalb County, Indiana","in","050","00","ACSSF","0000029",,,,,"18","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162,59,1103,1143,30,1113,11807,11269,538,10273,9785,488,21636,20623,1013,40,40,0,70,70,0,543,542,1
"18035","05000US18035","Delaware County, Indiana","Delaware County, Indiana","in","050","00","ACSSF","0000030",,,,,"18","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150,265,3885,5004,109,4895,29625,26971,2654,28101,26181,1920,51542,47719,3823,4120,3511,609,635,607,28,1285,1166,119
"18037","05000US18037","Dubois County, Indiana","Dubois County, Indiana","in","050","00","ACSSF","0000031",,,,,"18","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097,0,1097,1079,132,947,12100,11648,452,10477,10280,197,21698,21144,554,44,44,0,162,67,95,1176,1074,102
"18039","05000US18039","Elkhart County, Indiana","Elkhart County, Indiana","in","050","00","ACSSF","0000032",,,,,"18","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5671,633,5038,5401,598,4803,55181,52465,2716,44960,42051,2909,89686,85218,4468,4969,4222,747,1383,1330,53,12960,11859,1101
"18041","05000US18041","Fayette County, Indiana","Fayette County, Indiana","in","050","00","ACSSF","0000033",,,,,"18","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,26,559,578,59,519,5732,5224,508,4755,4472,283,10141,9377,764,191,171,20,21,21,0,139,138,1
"18043","05000US18043","Floyd County, Indiana","Floyd County, Indiana","in","050","00","ACSSF","0000034",,,,,"18","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956,61,1895,1968,56,1912,20684,19647,1037,19519,18490,1029,36973,35177,1796,1843,1681,162,383,363,20,1020,1008,12
"18045","05000US18045","Fountain County, Indiana","Fountain County, Indiana","in","050","00","ACSSF","0000035",,,,,"18","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,13,400,396,16,380,4331,4052,279,3497,3283,214,7674,7227,447,16,13,3,10,0,10,168,155,13
"18047","05000US18047","Franklin County, Indiana","Franklin County, Indiana","in","050","00","ACSSF","0000036",,,,,"18","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,54,558,596,10,586,6207,5891,316,5420,5121,299,11553,10938,615,0,0,0,22,22,0,84,41,43
"18049","05000US18049","Fulton County, Indiana","Fulton County, Indiana","in","050","00","ACSSF","0000037",,,,,"18","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,71,409,394,78,316,5348,5116,232,4609,4459,150,9479,9114,365,132,130,2,15,15,0,435,418,17
"18051","05000US18051","Gibson County, Indiana","Gibson County, Indiana","in","050","00","ACSSF","0000038",,,,,"18","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,9,871,878,15,863,9026,8629,397,7780,7581,199,16092,15527,565,389,373,16,73,73,0,226,214,12
"18053","05000US18053","Grant County, Indiana","Grant County, Indiana","in","050","00","ACSSF","0000039",,,,,"18","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,126,1858,2396,113,2283,16267,14915,1352,15587,14521,1066,28214,26335,1879,2345,1925,420,341,341,0,1274,1088,186
"18055","05000US18055","Greene County, Indiana","Greene County, Indiana","in","050","00","ACSSF","0000040",,,,,"18","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,38,775,810,12,798,8292,7739,553,6900,6509,391,14982,14044,938,24,18,6,75,75,0,211,185,26
"18057","05000US18057","Hamilton County, Indiana","Hamilton County, Indiana","in","050","00","ACSSF","0000041",,,,,"18","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7996,162,7834,8144,205,7939,89351,86537,2814,80239,77462,2777,150021,145496,4525,6673,6074,599,9335,9144,191,6130,6011,119
"18059","05000US18059","Hancock County, Indiana","Hancock County, Indiana","in","050","00","ACSSF","0000042",,,,,"18","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,131,1836,2042,47,1995,20217,19647,570,18733,17727,1006,37083,35590,1493,902,846,56,239,239,0,819,819,0
"18061","05000US18061","Harrison County, Indiana","Harrison County, Indiana","in","050","00","ACSSF","0000043",,,,,"18","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,52,874,970,30,940,9999,9189,810,9019,8580,439,18456,17302,1154,28,18,10,101,101,0,300,225,75
"18063","05000US18063","Hendricks County, Indiana","Hendricks County, Indiana","in","050","00","ACSSF","0000044",,,,,"18","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,121,4419,4058,51,4007,45076,42975,2101,40187,38433,1754,76168,72914,3254,5364,4894,470,1923,1905,18,3332,3076,256
"18065","05000US18065","Henry County, Indiana","Henry County, Indiana","in","050","00","ACSSF","0000045",,,,,"18","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274,109,1165,1143,16,1127,11373,10569,804,10184,9475,709,20798,19344,1454,424,400,24,69,69,0,307,281,26
"18067","05000US18067","Howard County, Indiana","Howard County, Indiana","in","050","00","ACSSF","0000046",,,,,"18","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,76,1949,1976,113,1863,20329,18901,1428,18987,17873,1114,34897,32732,2165,2756,2510,246,427,427,0,1350,1327,23
"18069","05000US18069","Huntington County, Indiana","Huntington County, Indiana","in","050","00","ACSSF","0000047",,,,,"18","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,48,864,1077,20,1057,9951,9592,359,9051,8664,387,18495,17774,721,58,55,3,153,153,0,373,366,7
"18071","05000US18071","Jackson County, Indiana","Jackson County, Indiana","in","050","00","ACSSF","0000048",,,,,"18","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,57,1228,912,93,819,11745,10972,773,9701,9153,548,19886,18753,1133,95,72,23,477,428,49,1288,1179,109
"18073","05000US18073","Jasper County, Indiana","Jasper County, Indiana","in","050","00","ACSSF","0000049",,,,,"18","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092,115,977,864,19,845,9123,8632,491,7034,6683,351,15554,14775,779,140,129,11,60,41,19,699,652,47
"18075","05000US18075","Jay County, Indiana","Jay County, Indiana","in","050","00","ACSSF","0000050",,,,,"18","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,26,557,537,40,497,5396,5114,282,4523,4201,322,9778,9176,602,15,13,2,80,80,0,234,225,9
"18077","05000US18077","Jefferson County, Indiana","Jefferson County, Indiana","in","050","00","ACSSF","0000051",,,,,"18","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929,41,888,1093,106,987,8408,7927,481,7136,6538,598,14951,13916,1035,212,201,11,123,123,0,516,442,74
"18079","05000US18079","Jennings County, Indiana","Jennings County, Indiana","in","050","00","ACSSF","0000052",,,,,"18","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,6,823,815,0,815,7327,6871,456,6532,6157,375,13520,12720,800,129,98,31,59,59,0,265,265,0
"18081","05000US18081","Johnson County, Indiana","Johnson County, Indiana","in","050","00","ACSSF","0000053",,,,,"18","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3922,86,3836,3844,117,3727,40844,38837,2007,36967,35410,1557,72543,69076,3467,1366,1366,0,2223,2151,72,2430,2332,98
"18083","05000US18083","Knox County, Indiana","Knox County, Indiana","in","050","00","ACSSF","0000054",,,,,"18","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,19,1726,1140,7,1133,10540,10053,487,8855,8285,570,18407,17450,957,514,501,13,190,172,18,312,312,0
"18085","05000US18085","Kosciusko County, Indiana","Kosciusko County, Indiana","in","050","00","ACSSF","0000055",,,,,"18","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2268,233,2035,2055,143,1912,22347,21196,1151,17765,17069,696,37894,36168,1726,244,190,54,511,511,0,2877,2706,171
"18087","05000US18087","LaGrange County, Indiana","LaGrange County, Indiana","in","050","00","ACSSF","0000056",,,,,"18","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,627,625,1122,546,576,10559,10378,181,6418,6101,317,16658,16165,493,19,19,0,61,61,0,610,610,0
"18089","05000US18089","Lake County, Indiana","Lake County, Indiana","in","050","00","ACSSF","0000057",,,,,"18","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13401,707,12694,13069,448,12621,123012,112023,10989,113489,104314,9175,155099,145045,10054,51818,44448,7370,3419,3101,318,40727,37568,3159
"18091","05000US18091","LaPorte County, Indiana","LaPorte County, Indiana","in","050","00","ACSSF","0000058",,,,,"18","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2782,95,2687,2517,111,2406,26601,24382,2219,24705,22840,1865,44432,41348,3084,4333,3582,751,298,280,18,2926,2642,284
"18093","05000US18093","Lawrence County, Indiana","Lawrence County, Indiana","in","050","00","ACSSF","0000059",,,,,"18","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171,37,1134,1104,46,1058,11178,10429,749,10524,10148,376,21192,20116,1076,106,81,25,134,130,4,283,260,23
